"","QGBCbyPGBC","AveExpr","F","P.Value","adj.P.Val"
"AL133215.3",1.89364249558075,1.74600265042326,42.6835559993639,6.43427793000998e-06,0.00197303881386801
"CCT5",-1.29215482363024,6.73599759130881,42.5441728605474,6.56167257622366e-06,0.00197303881386801
"PPA1",-1.16029098247727,3.95797326678394,42.4918632080015,6.61021273844826e-06,0.00197303881386801
"SYNCRIP",-1.40678072662435,4.51187810211814,42.4717063175489,6.62902472588519e-06,0.00197303881386801
"POLR3H",-1.18868600321714,3.19609568831305,41.7368585887086,7.35773013774929e-06,0.00212279074477653
"SDCBP2",1.35245782110794,1.36916141403773,41.7047985317356,7.39151328358352e-06,0.00212279074477653
"AF131216.2",1.32362895333288,1.8328866818698,41.5136077169964,7.59663675752672e-06,0.00214408523656401
"AC010531.1",1.30274758296037,1.64536134244816,41.3692757943089,7.7557276886243e-06,0.00215188580106406
"NLRP6",2.20012036736881,1.44458009883965,41.1779792785468,7.97238841326884e-06,0.00217513330542018
"PPIAP13",-1.42241033467505,1.31864399080334,41.0090301246604,8.16940842864695e-06,0.00219234780290083
"PDIA3",-1.31590550299942,6.42851121707482,40.7647781351191,8.46399291111106e-06,0.00223476716056271
"TFDP1",-1.55774994621651,4.02296087604805,40.6262047566443,8.63642019801759e-06,0.00224409839113568
"AL358334.1",1.50647494204153,0.784671935698521,39.7941755565949,9.75860739288479e-06,0.00249606879721131
"IMPAD1",-1.05845984140633,5.52206192333765,39.367699800379,1.03967361368564e-05,0.0025268785342544
"HSD17B10",-1.71724872239149,6.60965700886636,39.3116803633572,1.04839900011018e-05,0.0025268785342544
"AC097359.1",1.10858571065711,1.25047739728062,39.3111099121367,1.04848827392198e-05,0.0025268785342544
"ACAP1",1.61469825547061,2.07500331892305,39.2635427690259,1.05596253533411e-05,0.0025268785342544
"CYB5B",-0.888838901230215,4.28424065087512,39.2059887112879,1.06508624840289e-05,0.0025268785342544
"SEMA4A",1.38643748720385,1.17983809451505,39.0010126493259,1.09830719305757e-05,0.00256846982147892
"AC025048.2",1.07706804127966,2.45303700891999,38.8377825887723,1.12559644953559e-05,0.00259521322237994
"GPR35",1.34268685311504,1.02109930768494,38.4736831085964,1.18925784626668e-05,0.00270390985324799
"SRSF3",-1.53359011194993,7.35926930700435,38.2307060151707,1.23399165735436e-05,0.00276718403162889
"UNC13D",1.81977344870464,2.05421334385759,37.7019696695396,1.33802564657447e-05,0.00289898637044954
"CTPS1",-1.63343256884407,4.13460129847255,37.5655238134791,1.36644920756233e-05,0.00289898637044954
"PSMA4",-1.51893542515722,6.31726201588198,37.5650355919342,1.36655212220289e-05,0.00289898637044954
"MYO15B",1.92950877407792,2.57312564322041,37.5268965442496,1.37461863543327e-05,0.00289898637044954
"AC108156.1",1.35267680342824,0.806642101141345,37.4954357054315,1.38131299263936e-05,0.00289898637044954
"RBX1",-0.962247460261259,4.28574238331222,37.3348493102403,1.41605931077316e-05,0.00293428998953882
"PITPNB",-0.868067501239683,3.55623131390577,36.832105086421,1.53135673383115e-05,0.00308377481437178
"NDUFA3P4",1.58061045485744,0.89256930146946,36.8049835540944,1.53787037244169e-05,0.00308377481437178
"UPK3B",1.10370784879525,0.749834270284414,36.7766305006774,1.54471310188446e-05,0.00308377481437178
"AP2S1",-1.19488781323784,5.31467289828077,36.5750692552066,1.59435636106913e-05,0.00314453176273515
"CNTD2",2.00114151896923,2.06746841516659,36.3036517852562,1.66406319533887e-05,0.00324294220329731
"MCAT",-0.876045315426699,3.62212431301673,35.9014300172118,1.77375527269976e-05,0.00341604397812883
"MTCH2",-1.02281080863604,4.73587203199489,35.7064037510643,1.82985157147536e-05,0.00344736608877623
"HMGB3P17",1.66237971448903,1.08121339241056,35.6799714117952,1.83760678816564e-05,0.00344736608877623
"TMEM18",-1.35663550795718,3.97525536948191,35.6272150230486,1.8531961870025e-05,0.00344736608877623
"ZNF555",1.10869830040133,1.09169886565892,35.4928074929375,1.8935897173264e-05,0.00348292850254305
"NIPSNAP3A",-1.17634720633185,4.58601432054046,35.3285809214396,1.94429483923385e-05,0.00350806759797833
"DECR1",-0.964251228291809,3.39709435597182,35.2212393355425,1.97826122688938e-05,0.00350806759797833
"LRRC3C",1.12014516718362,0.563133843797297,35.1805509401588,1.99131033888687e-05,0.00350806759797833
"INO80B-WBP1",1.34698668103162,3.03419654423952,35.1753766429125,1.99297670502129e-05,0.00350806759797833
"ARID3C",1.89203903578513,1.52753089968891,34.9659855259642,2.06174439188467e-05,0.00359050592501618
"AC137695.2",1.5045593683754,1.35212140034543,34.7265825993032,2.14365821670509e-05,0.00369386157973288
"PHLDA2",-2.74036089986921,5.56398930724286,34.630685733902,2.17749161332056e-05,0.00371307684479766
"AL137145.1",1.4141271974574,1.43449049386709,34.5387223722957,2.21050216587032e-05,0.00372066775328198
"ZNF603P",2.16986700204193,2.97566729997893,34.492241695649,2.22740036543454e-05,0.00372066775328198
"MRPL15",-0.944474111777597,4.81192371172628,34.3577610714042,2.27711501542504e-05,0.00374972491104719
"AC135506.1",1.6463814315093,1.92009326400353,34.2639708527969,2.3125257647285e-05,0.00374972491104719
"PRKAA1",-0.894432595777131,4.78383140582625,34.2138923248838,2.33168633708744e-05,0.00374972491104719
"DDB2",2.02837840574303,5.23003634287379,34.2015917802939,2.33641992013936e-05,0.00374972491104719
"SLC25A34",1.3604260457884,1.58484825788165,34.1157683233484,2.36974941970471e-05,0.00376204962577684
"PSMD1",-1.25693242528376,3.55171716299552,34.0641262498516,2.39006207135487e-05,0.00376204962577684
"AC008443.3",1.18083091977105,1.00040968834715,33.9870641727777,2.42073838482555e-05,0.00377404641519945
"RNU6-322P",-1.63396715594041,1.25450804247697,33.8912095311347,2.45951513002042e-05,0.00379832666777681
"ATP5PF",-0.912341196051778,4.52622885120975,33.6009726927984,2.58125253127807e-05,0.00394907513430111
"NOP58",-1.08873366454732,4.22461389564513,33.4444155139869,2.64972306492321e-05,0.00399865128242862
"OBSCN-AS1",0.999615826513845,0.750568582137964,33.4156812069511,2.66251062788467e-05,0.00399865128242862
"STKLD1",1.2447252545307,1.2516305556506,33.3404467298253,2.69632203352547e-05,0.0039993196968937
"SPDL1",-1.51303062396821,3.97099201062185,33.3063216632017,2.71181726545633e-05,0.0039993196968937
"HINT1",-0.914445856296874,6.92282080599167,33.2130542632382,2.75468068201113e-05,0.00402626096111806
"AC009163.5",1.47738715700374,1.4344381692179,33.0078572707777,2.85169270221256e-05,0.00409835273971443
"AC105118.1",1.73320585017482,1.97377659652783,33.0029157846586,2.8540758236252e-05,0.00409835273971443
"PKDREJ",1.42204997788561,1.86364114289518,32.6892627141094,3.01002501945686e-05,0.0042568346818601
"AL583810.2",1.23572177889504,0.959509970492426,32.6767353442799,3.01644974401815e-05,0.0042568346818601
"SNRPB2",-1.20347472346143,4.92231390569626,32.6180806264489,3.04673696922951e-05,0.00426282770822967
"PGAM1",-1.15574881860075,8.03450727347911,32.5009753330245,3.10823451287046e-05,0.00431201686234656
"PLOD1",-1.31020977665007,6.0571096048697,32.4113804754501,3.15622806167497e-05,0.00434180280416968
"CCT7",-1.01295588784588,6.68948509208892,32.2520659840314,3.24364123709394e-05,0.00442486725426898
"CDHR5",1.43005193045088,1.98331958039774,31.8917965884369,3.4515370266158e-05,0.00466955877071907
"VWA5B2",1.30706271256944,1.50803396734476,31.779084397441,3.51962461394039e-05,0.00472264384673805
"TMEM237",-1.33017647387093,4.64909710068861,31.7017117820208,3.56723838428852e-05,0.004733776543773
"TFAM",-0.987829422236671,4.99665759218098,31.5842136875809,3.64093635797804e-05,0.004733776543773
"TMEM225B",1.76955850242803,1.49975830409783,31.5827087928833,3.64189130921707e-05,0.004733776543773
"AC015660.4",1.44378841324895,1.66480011881082,31.5496717350818,3.66292655195514e-05,0.004733776543773
"AF038458.3",1.00720957677609,0.989052701726354,31.5346935897644,3.67250837543782e-05,0.004733776543773
"C1QTNF12",1.49989105635718,1.97794059536958,31.3194622342003,3.8133559641021e-05,0.00487502248397417
"AC005393.1",1.3765774079405,2.927233276125,31.2773061563267,3.84164875035228e-05,0.00487502248397417
"ELP6",-1.08630463341155,3.65338615653786,31.1472751776118,3.93041636775052e-05,0.0049493012261597
"AC024592.2",1.89496100481813,0.873734662502636,31.0690394458682,3.98493562079466e-05,0.00496688270218123
"SSRP1",-0.988556013298725,6.60760607260535,30.9976971672698,4.03539341458397e-05,0.00496688270218123
"TJP3",0.912692664907991,0.588203471331915,30.9976843249389,4.03540256194321e-05,0.00496688270218123
"MOB4",-0.918765502634131,2.66759839887736,30.8724279296225,4.12574001758652e-05,0.0050401764244695
"LMNA",-1.22240893640794,6.26413371378106,30.8022490697244,4.17734729520401e-05,0.00506542038685108
"MZT1",-1.23215368295639,4.48694186768299,30.7504048055996,4.21593827183825e-05,0.00507462569926413
"ZNF843",0.897867549850216,1.82670377855087,30.669304046369,4.27711358969773e-05,0.00509339416808131
"AC090844.2",1.04272076374984,0.997219549551363,30.6474623091387,4.2937592864705e-05,0.00509339416808131
"PDIA6",-1.3787281180042,5.01525062419933,30.4315952340275,4.46225009606564e-05,0.00525518230738091
"AC126474.1",-1.96738235474917,2.07512148342766,30.1179692541253,4.72045866023923e-05,0.00551956487629401
"EIF5A",-1.41337824974439,6.72853056273652,29.9970137659425,4.8244984284127e-05,0.0055741638725023
"PURPL",4.14698423618056,3.9828732296714,29.9795623096363,4.83972110728092e-05,0.0055741638725023
"RHOA",-0.801580404769761,6.02426602711233,29.9458214647337,4.86930625392687e-05,0.0055741638725023
"TUBB6",-1.27881181933431,5.16922847732322,29.8632427362419,4.94257612883349e-05,0.00560633893985873
"AC020904.2",1.74820966522724,1.45240694161299,29.8258256511538,4.97618290342807e-05,0.00560633893985873
"DEGS1",-1.23069698727961,6.08094808883196,29.7941082944365,5.00487172714096e-05,0.00560633893985873
"MIR1302-3",1.38411796516577,0.553647186066309,29.724502004202,5.06848611824341e-05,0.00560633893985873
"BAIAP3",2.62575658786902,3.02120528518524,29.7018376807349,5.08939531958998e-05,0.00560633893985873
"YWHAB",-1.56367243759218,6.33644485344705,29.6872565114308,5.10289860744625e-05,0.00560633893985873
"TCTEX1D4",1.45765361515071,3.19934254622522,29.6136729936031,5.17166039121536e-05,0.00564400537361303
"HNRNPAB",-1.37008823415444,6.66895465610526,29.3616902307984,5.41514860025042e-05,0.00587059487325162
"GTPBP4",-0.82841752618883,4.38061977845263,29.2633921655205,5.51360821584204e-05,0.00591395416356409
"CMTR2",-1.31684728570904,4.70818637307269,29.2497831673099,5.52739759942154e-05,0.00591395416356409
"TMEM17",-1.07913572377714,1.86829689060808,29.1275251699274,5.65303080017706e-05,0.00600909832460379
"COMMD4",-1.51462591453491,5.32555786160529,29.0797198939212,5.70302683332123e-05,0.00602313221041732
"AC067852.1",1.09040802318551,1.55625987920851,28.9819140385402,5.80687223519837e-05,0.00609349349296137
"LDHA",-1.44906042517553,7.82340086182782,28.9335453781169,5.85901248241301e-05,0.00610904677306376
"USP16",-0.967793985046092,3.97187462627383,28.8738613228394,5.92407772696575e-05,0.00611892416161717
"HSP90AA1",-1.05173337934874,7.5674261625267,28.8564212457315,5.94324338238931e-05,0.00611892416161717
"DNHD1",1.42678559238473,2.87551466080114,28.8121399948571,5.99222010794701e-05,0.00612568530679457
"MCFD2P1",2.11506799183908,1.71250170891242,28.7601292058426,6.05032672252058e-05,0.00612568530679457
"XRCC6",-0.945183052526619,5.92431734926134,28.7496852691507,6.06207098167819e-05,0.00612568530679457
"LBX2",1.68933386091725,2.79086525048471,28.7145335947594,6.10178802322849e-05,0.00612799202087426
"MIR27A",3.02281719127556,3.81784809653297,28.6678762287261,6.15495794533868e-05,0.00613510623805898
"AC005332.3",1.29256944664424,1.48954803086227,28.6427324823058,6.18382730164772e-05,0.00613510623805898
"LINC00663",1.44057658251599,1.70427337964629,28.5617877988148,6.2778053389849e-05,0.00619082369874596
"LINC01300",0.841087143636859,0.406093869135809,28.4643257771285,6.39309885170554e-05,0.00626676815583351
"TUBBP1",-1.51397197963174,2.88521701307014,28.3787576026992,6.49628868639117e-05,0.00633001463072759
"AC009084.1",1.08386341302701,0.609192410314844,28.2948069730148,6.59935211500372e-05,0.00639239018476988
"C20orf204",2.39984201514254,3.24737225769239,28.2370072404149,6.67138000663097e-05,0.00642414651226759
"MRPL14",-1.29695824298989,3.99231805989673,28.1996876030037,6.71835607961278e-05,0.00643154906568779
"CYP2D7",1.21369715871948,2.12670424568535,28.0775727587828,6.87468859621796e-05,0.0065429449023307
"SLC25A47",1.10101533596646,0.576426241224531,27.9365417296021,7.06035249132247e-05,0.00666753549060947
"NALT1",1.59699142376721,3.18429272119398,27.9166007355865,7.08705666075778e-05,0.00666753549060947
"FUT3",1.97469432432627,0.936508563639636,27.8584631904623,7.16556290162948e-05,0.0066884395206284
"ENY2",-1.33425148725417,5.17968726650946,27.8397854090552,7.19099178760292e-05,0.0066884395206284
"LRSAM1",1.11298773086867,3.77629071410254,27.7663285515687,7.29198916038458e-05,0.00674406003138393
"LGI4",1.95732554503469,1.98140068161696,27.7217482119622,7.35406129012559e-05,0.00676325748985146
"NUBP1",-0.887923182616445,1.88285440981052,27.6829817084049,7.40852191688038e-05,0.00677527954074479
"RNU2-19P",2.25303709079924,0.901214836319697,27.5499696594249,7.59886048540964e-05,0.0068719184955311
"SH3BP1",0.928109309363625,0.817499102340436,27.5460728003889,7.60451920090122e-05,0.0068719184955311
"ESD",-0.818354225591596,5.23100173987227,27.5070362736709,7.66146737038179e-05,0.0068719184955311
"PSMB2",-1.09823082220091,4.52845418012213,27.3720449140582,7.86212883889637e-05,0.0068719184955311
"MEX3C",-0.898227083736753,4.07095508054355,27.3248821669184,7.93362357237788e-05,0.0068719184955311
"SHC2",1.61983967015577,2.38785224169012,27.2942365328115,7.98047173089345e-05,0.0068719184955311
"HSP90B1",-1.20848388660453,8.46527316757706,27.2746485006192,8.01057908495737e-05,0.0068719184955311
"MC1R",1.25505698642265,2.94474532321945,27.2639041080197,8.02714777405363e-05,0.0068719184955311
"JPT1",-1.50947999440762,3.88444479395171,27.2486240013092,8.0507773319802e-05,0.0068719184955311
"UBB",-1.41951681865014,9.88137437061342,27.2385645735076,8.06637621015603e-05,0.0068719184955311
"LSM3",-1.08630154149968,3.61881329888164,27.224692539451,8.08794299855062e-05,0.0068719184955311
"SEC61B",-0.961490943580828,6.25768614365485,27.2146995840051,8.10351919980718e-05,0.0068719184955311
"FAM98B",-0.99262843836105,3.91204575261759,27.209333256545,8.11189771787949e-05,0.0068719184955311
"ATXN10",-0.759967823037839,2.71906375760203,27.1945255061148,8.13506784996359e-05,0.0068719184955311
"GTF2A2",-0.825326394028525,1.70156278619223,27.1662750965212,8.17947893748532e-05,0.0068719184955311
"C14orf178",1.01841427786575,1.52489216766292,27.162234759827,8.1858528199668e-05,0.0068719184955311
"AC009163.6",1.88810517531819,1.16790481071103,27.1317052414698,8.23419607300359e-05,0.00687723416913616
"SQLE",-1.78056394081103,5.36034115646808,27.040659876783,8.38028370881347e-05,0.0069232485704274
"SERBP1",-1.04714824604475,6.62049043467246,27.0189541527012,8.41554081564695e-05,0.0069232485704274
"SSPO",2.59655633523018,2.54968443443911,27.0185698446198,8.41616655781951e-05,0.0069232485704274
"TOMM22",-0.764936201872578,6.85999344767505,26.9765892105653,8.48483694776064e-05,0.00692917030323506
"BANF1",-0.969124644569439,8.27750317648409,26.94475077975,8.53733750910473e-05,0.00692917030323506
"RNF208",1.38669286485465,4.38521911994689,26.9368931539163,8.55035064907442e-05,0.00692917030323506
"CLDND1",-0.73433012450745,5.06458758436215,26.9050824943376,8.60326132477182e-05,0.00693770383677412
"DRD4",1.18073722211403,3.29628609272849,26.8507993941504,8.69440326370639e-05,0.00697683242288596
"AOC3",1.63522732150358,1.79164243388815,26.8158682336539,8.75362737524885e-05,0.00699009171379628
"TXNDC17",-1.54641459983067,6.20801386044655,26.6792993468255,8.9895694985456e-05,0.00711279386240085
"TIMM21",-1.3456275050661,3.89376791088014,26.6628478445791,9.01847157072459e-05,0.00711279386240085
"ACRBP",1.02523035254292,1.01764343011375,26.6519714497483,9.03763667305667e-05,0.00711279386240085
"AP001029.2",1.24439318957701,2.14713928228801,26.5170198578339,9.27928389201748e-05,0.00725333147962994
"AC006378.2",1.42019091952379,2.31490594145357,26.4864158252601,9.33509007373835e-05,0.00725333147962994
"MMADHC",-1.15345957868108,5.17325798799302,26.4787475473446,9.34913220648697e-05,0.00725333147962994
"CCT2",-0.97748938264677,6.82496440296849,26.4028520200371,9.48940096338552e-05,0.00732742895144439
"CDC27",-1.05542380816917,3.9339810813369,26.2707479972753,9.73923785705539e-05,0.00743128602759019
"PPIAP72",-1.04407509187812,0.80051371623211,26.262138317446,9.75577572026648e-05,0.00743128602759019
"RAN",-1.36229313571231,8.39924684671415,26.2598957390443,9.76008855181363e-05,0.00743128602759019
"PGK1",-0.929757808332191,4.42938112593228,26.0696686806515,0.000101338566245532,0.00763851961480212
"MRPL3",-1.01062893352973,4.03692877646895,26.0674392044047,0.000101383316700685,0.00763851961480212
"SMC3",-1.14195671053286,4.57067734785383,26.050577094822,0.000101722497008361,0.00763851961480212
"RHBDL1",1.46179647939944,4.4386130223108,25.9879411575931,0.000102993642312954,0.00767162804469524
"HPF1",-0.930320329378135,3.10824015064799,25.9827064889255,0.00010310068233555,0.00767162804469524
"SLC17A7",0.813434016278882,0.714039079712138,25.8895341990806,0.000105026994234441,0.00775142721179659
"BOLA3",-1.23925021120704,3.42499398723836,25.8586192268939,0.000105675075274006,0.00775142721179659
"SPATS2L",-1.02272765791158,2.82375158240892,25.8443053740196,0.000105976664535811,0.00775142721179659
"ZMPSTE24",-1.26231407692949,4.26249915612139,25.8400184419327,0.000106067177485793,0.00775142721179659
"KHDRBS1",-0.933708923514378,5.23107467816213,25.7635405937645,0.000107696614409658,0.00781672945275967
"ANKRD16",1.02666393442114,2.31166996494108,25.7533547538902,0.000107915751760763,0.00781672945275967
"GANAB",-0.70868510986436,8.16505695007467,25.7256141632799,0.000108515108927253,0.00782269374120828
"EBNA1BP2",-0.912455156380447,2.05650874206493,25.7054175692718,0.000108953828527519,0.00782269374120828
"WNT8B",1.00524465988627,0.670575568470367,25.6803844443402,0.000109500381969532,0.00782760372419754
"EXD3",0.915156671552958,1.91714631750439,25.6560713599164,0.000110034169546328,0.0078315624151017
"KLHDC1",0.882080233510347,1.37170218351174,25.6054599364202,0.000111154748255909,0.00784433679052907
"IFI16",-1.05690665542033,5.07670902564095,25.6046838887313,0.000111172030262843,0.00784433679052907
"SKA1",-1.81650351644041,2.24850181455167,25.5533034388098,0.000112322990270262,0.00788264244634826
"TMA16",-0.758997487954104,3.27011306921382,25.5375761985845,0.000112677967773091,0.00788264244634826
"CCDC88B",1.06315836953926,2.38662411057281,25.3976437223475,0.000115892554549501,0.00806005763045441
"ADHFE1",1.4767650870515,2.39301726905254,25.3809051172193,0.000116283944154495,0.00806005763045441
"CATSPERG",0.932765360673324,1.17997439145622,25.3635584684622,0.000116691121467177,0.00806005763045441
"SPPL2A",-0.993723405988237,3.47513223142604,25.2907347300208,0.000118418106355584,0.00812963010871929
"ZDHHC20",-0.998416473545706,3.28524646484782,25.2793114203332,0.000118691606352102,0.00812963010871929
"CHRAC1",-1.1880958642688,5.47773553059567,25.2425840566121,0.000119575771210719,0.0081343277069458
"CLIC1",-1.07418726576522,7.97383846729338,25.2352176201347,0.000119753999839581,0.0081343277069458
"AC010335.1",2.08252737581835,2.24052528686939,25.1674507137005,0.000121407697842255,0.0081667163234146
"PARK7",-1.07909796464526,5.45069201241658,25.1373702123242,0.000122149967365663,0.0081667163234146
"TMPRSS6",1.16877632935022,1.0803636228713,25.1279345253271,0.000122383854513214,0.0081667163234146
"SLC49A3",1.29611513134723,1.86289847105428,25.1119225782624,0.000122781904877237,0.0081667163234146
"AC022417.1",1.39109088581318,2.35351606604709,25.1086078716666,0.000122864489004027,0.0081667163234146
"SNRPD1",-1.46332479631334,4.47597703867577,25.0942022033584,0.00012322412534413,0.0081667163234146
"PLA2G12AP1",-1.19655396904566,1.07903238615523,25.0677118276136,0.000123888551808068,0.00817764352055673
"AL158151.1",1.04338520050589,0.635503387718881,24.9422750013201,0.00012708997745174,0.00835518417507673
"SCART1",1.32742415765226,1.75020939505456,24.8934527703283,0.000128361115118735,0.00835518417507673
"FH",-1.12825344026317,5.06095737418287,24.8877584805632,0.00012851030130903,0.00835518417507673
"BOLA2B",-0.825727335539787,2.22173570858151,24.883583089229,0.000128619817478273,0.00835518417507673
"AC108134.1",0.722175432131561,0.425200627524074,24.8179822023259,0.000130354322366965,0.0083821608342968
"TIMM17A",-1.34083551035184,5.70769948977388,24.8087077525756,0.000130601658458888,0.0083821608342968
"FAXDC2",1.58600425631548,3.31058417905145,24.7934696310567,0.00013100918458494,0.0083821608342968
"SELENOT",-1.25871741852649,4.70185952666625,24.7907050775163,0.000131083272668294,0.0083821608342968
"HNRNPM",-1.06998280146355,5.55825052003647,24.7540599714525,0.000132069803676738,0.0084123839929502
"ARHGDIG",0.985725971556198,0.497760611622458,24.7115474084896,0.000133224778299173,0.00843118299830366
"COPS3",-1.20320599975706,4.31152265064575,24.6893247506349,0.000133833040973224,0.00843118299830366
"LINC01732",0.832867211511005,0.630694538452421,24.6862759846545,0.000133916733149756,0.00843118299830366
"AC110285.1",1.31406260595559,0.936160118168518,24.6678032571032,0.000134425092398122,0.00843118299830366
"GGH",-1.5277138416057,4.37634121151387,24.6241921233577,0.00013563388514862,0.00847452938886607
"AL022069.2",1.63430133125522,1.71013469135922,24.597419682446,0.000136382008925499,0.00848887257076203
"CDC123",-0.77952031068932,3.23408380369173,24.571065721314,0.000137122977377866,0.00850266340786238
"NDUFB6",-0.859869982922037,3.94077024754418,24.5104137900894,0.000138845542474703,0.00857698690683354
"GRIN2D",1.88827772798211,2.0957685566684,24.4705648243071,0.000139990539487199,0.00861520726092273
"MICF",2.07894679941608,1.58401693482693,24.4520441912028,0.000140526314862618,0.00861578941685792
"HNRNPK",-0.971767939528433,8.37507192079648,24.3537545021772,0.000143408602040833,0.00875969707241953
"INTS13",-0.74105321892749,3.46372779913608,24.314983187571,0.000144563799237512,0.0087724692772971
"C5orf15",-1.05106771562059,6.36790923607603,24.3101158699877,0.000144709560179125,0.0087724692772971
"DIP2A",0.972661673739098,3.2417084400874,24.2929361826192,0.000145225361890502,0.0087724692772971
